,points,sex
142,53.0,male
143,52.0,female
144,52.0,male
145,52.0,male
146,52.0,andy
147,52.0,male
148,52.0,male
149,52.0,male
150,52.0,male
151,52.0,male
152,52.0,male
153,52.0,male
154,51.0,male
155,51.0,female
156,51.0,male
157,51.0,male
158,51.0,male
159,51.0,male
160,51.0,male
161,51.0,male
162,51.0,male
163,51.0,male
164,51.0,andy
165,51.0,male
166,51.0,male
167,51.0,male
168,51.0,male
169,51.0,male
170,51.0,andy
171,50.0,male
172,50.0,male
173,50.0,andy
174,50.0,male
175,50.0,male
176,50.0,male
177,50.0,male
178,50.0,male
179,50.0,male
180,50.0,male
181,50.0,male
182,50.0,male
183,50.0,male
184,50.0,male
185,50.0,male
186,50.0,male
187,50.0,male
188,50.0,male
189,50.0,male
190,50.0,male
191,50.0,unknown
192,50.0,male
193,50.0,male
194,50.0,male
195,50.0,male
196,50.0,male
197,50.0,male
198,50.0,male
199,50.0,male
200,50.0,male
201,50.0,male
202,50.0,female
203,50.0,male
204,50.0,female
205,50.0,andy
206,50.0,female
207,50.0,male
208,49.0,female
209,49.0,male
210,49.0,female
211,49.0,female
212,49.0,male
213,49.0,male
214,49.0,male
215,49.0,unknown
216,49.0,male
217,49.0,male
218,49.0,male
219,49.0,male
220,49.0,male
221,49.0,male
222,49.0,female
223,49.0,male
224,48.0,male
225,48.0,male
226,48.0,male
227,48.0,andy
228,48.0,male
229,48.0,male
230,48.0,male
231,48.0,male
232,48.0,female
233,48.0,male
234,48.0,male
235,48.0,male
236,48.0,male
237,48.0,male
238,48.0,unknown
239,48.0,andy
240,48.0,male
241,48.0,unknown
242,48.0,male
243,48.0,male
244,48.0,male
245,48.0,unknown
246,48.0,unknown
247,48.0,male
248,47.0,andy
249,47.0,male
250,47.0,male
251,47.0,male
252,47.0,female
253,47.0,female
254,47.0,female
255,47.0,female
256,47.0,male
257,47.0,male
258,47.0,male
259,47.0,male
260,47.0,male
261,47.0,male
262,47.0,female
263,47.0,female
264,47.0,male
265,47.0,male
266,46.0,male
267,46.0,male
268,46.0,male
269,46.0,female
270,46.0,male
271,46.0,unknown
272,46.0,unknown
273,46.0,male
274,46.0,male
275,46.0,male
276,46.0,male
277,46.0,male
278,46.0,male
279,46.0,male
280,46.0,male
281,46.0,male
282,46.0,male
283,46.0,andy
284,45.0,male
285,45.0,male
286,45.0,male
287,45.0,male
288,45.0,male
289,45.0,male
290,45.0,male
291,45.0,male
292,45.0,male
293,45.0,unknown
294,45.0,female
295,45.0,male
296,45.0,male
297,45.0,male
298,45.0,female
299,45.0,male
300,45.0,male
301,45.0,unknown
302,45.0,male
303,45.0,male
304,45.0,unknown
305,45.0,female
306,45.0,male
307,45.0,male
308,45.0,female
309,45.0,unknown
310,45.0,female
311,45.0,male
312,45.0,unknown
313,45.0,male
314,45.0,male
315,45.0,unknown
316,45.0,male
317,45.0,male
318,45.0,male
319,45.0,andy
320,45.0,unknown
321,45.0,male
322,45.0,male
323,45.0,male
324,45.0,female
325,45.0,andy
326,45.0,male
327,45.0,male
328,45.0,male
329,45.0,andy
330,45.0,male
331,45.0,male
332,45.0,male
333,45.0,male
334,45.0,male
335,45.0,male
336,45.0,male
337,45.0,male
338,45.0,male
339,45.0,unknown
340,44.0,unknown
341,44.0,male
342,44.0,male
343,44.0,male
344,44.0,female
345,44.0,male
346,44.0,male
347,44.0,female
348,44.0,male
349,44.0,female
350,44.0,male
351,44.0,female
352,44.0,male
353,44.0,male
354,44.0,male
355,44.0,male
356,44.0,male
357,44.0,unknown
358,43.0,male
359,43.0,male
360,43.0,female
361,43.0,male
362,43.0,male
363,43.0,male
364,43.0,male
365,43.0,male
366,43.0,male
367,43.0,female
368,43.0,male
369,43.0,female
370,43.0,male
371,43.0,male
372,43.0,male
373,43.0,female
374,43.0,male
375,43.0,male
376,43.0,male
377,43.0,male
378,43.0,male
379,43.0,male
380,43.0,female
381,43.0,female
382,43.0,unknown
383,43.0,female
384,43.0,female
385,43.0,male
386,43.0,male
387,43.0,male
388,43.0,male
389,43.0,male
390,43.0,male
391,43.0,male
392,43.0,female
393,43.0,male
394,43.0,male
395,43.0,male
396,43.0,unknown
397,43.0,male
