,points,sex
133,18.0,male
134,18.0,male
135,18.0,male
136,18.0,male
137,18.0,female
138,18.0,male
139,18.0,male
140,18.0,female
141,18.0,male
142,18.0,female
143,17.5,male
144,17.5,male
145,17.0,male
146,17.0,male
147,17.0,male
148,17.0,female
149,17.0,male
150,17.0,male
151,17.0,male
152,17.0,male
153,17.0,female
154,17.0,male
155,17.0,male
156,17.0,male
157,17.0,male
158,17.0,male
159,17.0,male
160,17.0,male
161,17.0,female
162,17.0,male
163,17.0,male
164,17.0,male
165,17.0,male
166,17.0,male
167,17.0,female
168,17.0,male
169,17.0,male
170,17.0,male
171,17.0,male
172,17.0,male
173,17.0,female
174,17.0,male
175,17.0,male
176,17.0,unknown
177,17.0,female
178,17.0,andy
179,17.0,male
180,17.0,male
181,17.0,male
182,16.5,male
183,16.5,male
184,16.5,female
185,16.5,male
186,16.5,male
187,16.5,unknown
188,16.0,male
189,16.0,female
190,16.0,male
191,16.0,male
192,16.0,male
193,16.0,male
194,16.0,female
195,16.0,male
196,16.0,male
197,16.0,male
198,16.0,male
199,16.0,male
200,16.0,male
201,16.0,female
202,16.0,male
203,16.0,male
204,16.0,female
205,16.0,male
206,16.0,male
207,16.0,female
208,16.0,male
209,16.0,male
210,16.0,male
211,16.0,male
212,16.0,male
213,16.0,male
214,16.0,male
215,16.0,female
216,16.0,female
217,16.0,male
218,16.0,male
219,16.0,female
220,16.0,male
221,16.0,male
222,15.5,female
223,15.5,male
224,15.0,male
225,15.0,male
226,15.0,male
227,15.0,female
228,15.0,male
229,15.0,female
230,15.0,unknown
231,15.0,male
232,15.0,male
233,15.0,female
234,15.0,male
235,15.0,male
236,15.0,male
237,15.0,female
238,15.0,male
239,15.0,male
240,15.0,male
241,15.0,male
242,15.0,male
243,15.0,male
244,15.0,male
245,15.0,male
246,15.0,male
247,15.0,male
248,15.0,male
249,15.0,male
250,15.0,male
251,15.0,female
252,15.0,male
253,15.0,female
254,15.0,male
255,15.0,female
256,15.0,male
257,15.0,male
258,15.0,male
259,15.0,male
260,15.0,male
261,15.0,male
262,15.0,male
263,15.0,male
264,15.0,male
265,15.0,female
266,15.0,female
267,15.0,male
268,15.0,male
269,15.0,male
270,15.0,male
271,15.0,male
272,14.5,male
273,14.5,female
274,14.5,male
275,14.0,male
276,14.0,male
277,14.0,female
278,14.0,female
279,14.0,female
280,14.0,male
281,14.0,male
282,14.0,male
283,14.0,male
284,14.0,male
285,14.0,male
286,14.0,male
287,14.0,male
288,14.0,male
289,14.0,male
290,14.0,male
291,14.0,male
292,14.0,male
293,14.0,male
294,14.0,male
295,14.0,male
296,14.0,unknown
297,14.0,male
298,14.0,male
299,14.0,male
300,14.0,male
301,14.0,male
302,14.0,male
303,14.0,male
304,14.0,male
305,14.0,male
306,14.0,male
307,14.0,male
308,14.0,male
309,14.0,male
310,14.0,female
311,14.0,male
312,14.0,female
313,14.0,male
314,14.0,male
315,14.0,male
316,14.0,male
317,14.0,male
318,14.0,male
319,14.0,male
320,14.0,male
321,14.0,male
322,14.0,female
323,13.5,female
324,13.5,male
325,13.0,male
326,13.0,female
327,13.0,male
328,13.0,male
329,13.0,female
330,13.0,male
331,13.0,male
332,13.0,male
333,13.0,male
334,13.0,male
335,13.0,female
336,13.0,female
337,13.0,male
338,13.0,female
339,13.0,male
340,13.0,male
341,13.0,male
342,13.0,male
343,13.0,male
344,13.0,male
345,13.0,male
346,13.0,male
347,13.0,male
348,13.0,male
349,13.0,female
350,13.0,male
351,13.0,andy
352,13.0,male
353,13.0,female
354,13.0,female
355,13.0,male
356,13.0,male
357,13.0,male
358,13.0,female
359,13.0,female
360,13.0,male
361,13.0,female
362,13.0,male
363,13.0,male
364,13.0,male
365,13.0,male
366,13.0,male
367,13.0,female
368,13.0,male
369,13.0,female
370,13.0,male
371,13.0,male
372,13.0,male
373,13.0,male
374,13.0,unknown
375,13.0,female
376,13.0,male
377,13.0,male
378,13.0,male
379,13.0,male
380,12.5,female
381,12.5,unknown
382,12.0,male
383,12.0,male
384,12.0,male
385,12.0,male
386,12.0,male
387,12.0,female
388,12.0,female
389,12.0,male
390,12.0,male
391,12.0,male
392,12.0,male
393,12.0,female
394,12.0,female
395,12.0,male
396,12.0,male
397,12.0,male
398,12.0,male
399,12.0,female
400,12.0,male
401,12.0,male
402,12.0,male
403,12.0,female
404,12.0,male
405,12.0,female
406,12.0,female
407,12.0,female
408,12.0,male
409,12.0,male
410,12.0,male
411,12.0,male
412,12.0,male
413,12.0,male
414,12.0,female
415,12.0,male
416,12.0,male
417,12.0,male
418,12.0,female
419,12.0,male
420,12.0,male
421,12.0,male
422,12.0,male
423,12.0,female
424,12.0,male
425,12.0,male
426,12.0,male
427,12.0,female
428,11.5,male
429,11.5,female
430,11.5,male
431,11.5,female
432,11.5,male
433,11.0,female
434,11.0,male
435,11.0,male
436,11.0,male
437,11.0,male
438,11.0,male
439,11.0,female
440,11.0,male
441,11.0,female
442,11.0,male
443,11.0,male
444,11.0,male
445,11.0,male
446,11.0,male
447,11.0,male
448,11.0,female
449,11.0,male
450,11.0,female
451,11.0,male
452,11.0,male
453,11.0,male
454,11.0,andy
455,11.0,male
456,11.0,male
457,11.0,male
458,11.0,female
459,11.0,female
460,11.0,female
461,11.0,male
462,11.0,male
463,11.0,male
464,11.0,male
465,11.0,male
466,11.0,male
467,11.0,female
468,11.0,male
469,11.0,male
470,11.0,female
471,11.0,male
472,11.0,unknown
473,11.0,male
474,11.0,male
475,11.0,male
476,11.0,male
477,11.0,female
478,11.0,male
479,11.0,male
480,11.0,male
481,11.0,male
482,11.0,male
483,11.0,male
484,11.0,male
485,11.0,male
486,11.0,male
487,11.0,male
488,11.0,male
489,11.0,male
490,11.0,male
491,11.0,female
492,11.0,male
493,11.0,female
494,11.0,male
495,11.0,male
496,11.0,male
497,11.0,male
498,11.0,male
499,11.0,male
500,11.0,male
501,11.0,male
502,11.0,female
503,11.0,unknown
504,11.0,male
505,11.0,male
506,11.0,female
507,11.0,male
508,11.0,male
509,11.0,male
510,10.5,male
511,10.5,male
512,10.0,female
513,10.0,female
514,10.0,unknown
515,10.0,male
516,10.0,male
517,10.0,male
518,10.0,female
519,10.0,male
520,10.0,male
521,10.0,male
522,10.0,male
523,10.0,female
524,10.0,male
525,10.0,male
526,10.0,andy
527,10.0,male
528,10.0,male
529,10.0,female
530,10.0,male
531,10.0,male
532,10.0,female
533,10.0,male
534,10.0,male
535,10.0,male
536,10.0,male
537,10.0,male
538,10.0,male
539,10.0,female
540,10.0,male
541,10.0,female
542,10.0,male
543,10.0,male
544,10.0,male
545,10.0,male
546,10.0,male
547,10.0,female
548,10.0,female
549,10.0,male
550,10.0,female
551,10.0,male
552,10.0,male
553,10.0,female
554,10.0,male
555,10.0,male
556,10.0,male
557,10.0,male
558,10.0,female
559,10.0,male
560,10.0,male
561,10.0,female
562,10.0,male
563,10.0,female
564,10.0,male
565,10.0,female
566,10.0,female
567,10.0,male
568,10.0,male
569,10.0,male
