,points,sex
0,64,male
1,61,male
2,61,male
3,61,female
4,61,female
5,60,male
6,60,female
7,58,male
8,58,male
9,58,male
10,57,male
11,57,male
12,57,male
13,57,male
14,57,male
15,57,male
16,56,male
17,56,male
18,56,male
19,55,male
20,54,male
21,54,male
22,54,male
23,54,male
24,53,male
25,53,male
26,53,male
27,53,male
28,53,male
29,53,male
30,53,male
31,53,male
32,53,male
33,52,male
34,52,male
35,52,male
36,52,male
37,52,male
38,52,male
39,52,male
40,52,male
41,52,male
42,51,male
43,51,male
44,51,male
45,50,female
46,50,male
47,50,female
48,50,male
49,50,male
50,50,male
51,50,male
52,50,male
53,50,male
54,49,male
55,49,male
56,49,male
57,49,male
58,48,male
59,48,female
60,48,male
61,48,male
62,48,male
63,48,male
64,48,male
65,48,male
66,48,male
67,47,female
68,47,female
69,47,male
70,47,male
71,47,male
72,46,male
73,46,male
74,46,male
75,46,male
76,46,male
77,46,male
78,46,male
79,46,male
80,45,male
81,45,male
82,45,male
83,45,male
84,45,male
85,45,male
86,45,female
87,45,male
88,44,female
89,44,female
90,44,female
91,44,male
92,44,male
93,44,male
94,44,male
95,44,male
96,44,male
97,44,male
98,44,male
99,44,male
