,points,sex
264,61.0,unknown
265,61.0,male
266,61.0,female
267,61.0,male
268,61.0,unknown
269,61.0,male
270,61.0,male
271,61.0,male
272,61.0,male
273,61.0,male
274,61.0,male
275,61.0,female
276,61.0,female
277,61.0,male
278,61.0,female
279,61.0,andy
280,61.0,female
281,61.0,unknown
282,61.0,male
283,61.0,male
284,61.0,male
285,61.0,male
286,61.0,male
287,60.0,male
288,60.0,female
289,60.0,unknown
290,60.0,male
291,60.0,male
292,60.0,male
293,60.0,male
294,60.0,unknown
295,60.0,male
296,60.0,male
297,60.0,male
298,60.0,female
299,60.0,male
300,60.0,male
301,60.0,male
302,60.0,male
303,60.0,male
304,60.0,female
305,60.0,male
306,60.0,unknown
307,60.0,female
308,60.0,male
309,60.0,male
310,60.0,male
311,60.0,female
312,60.0,female
313,60.0,male
314,60.0,female
315,60.0,male
316,60.0,male
317,60.0,female
318,60.0,unknown
319,60.0,male
320,60.0,male
321,60.0,male
322,60.0,male
323,60.0,male
324,60.0,male
325,60.0,male
326,60.0,male
327,60.0,female
328,60.0,male
329,60.0,male
330,60.0,male
331,59.0,male
332,59.0,female
333,59.0,male
334,59.0,female
335,59.0,female
336,59.0,male
337,59.0,male
338,59.0,male
339,59.0,female
340,59.0,unknown
341,59.0,male
342,59.0,male
343,59.0,male
344,59.0,male
345,59.0,male
346,59.0,unknown
347,59.0,male
348,59.0,female
349,59.0,female
350,59.0,male
351,59.0,male
352,59.0,male
353,59.0,male
354,59.0,male
355,59.0,female
356,59.0,female
357,59.0,male
358,59.0,andy
