,points,sex
288,7.0,male
289,7.0,male
290,7.0,male
291,7.0,male
292,7.0,male
293,7.0,male
294,7.0,male
295,7.0,female
296,7.0,male
297,7.0,female
298,7.0,male
299,7.0,female
300,7.0,male
301,7.0,male
302,7.0,male
303,7.0,male
304,7.0,male
305,7.0,male
306,7.0,male
307,7.0,female
308,7.0,male
309,7.0,male
310,7.0,male
311,7.0,male
312,7.0,female
313,7.0,male
314,7.0,female
315,7.0,male
316,7.0,female
317,7.0,male
318,7.0,male
319,7.0,male
320,6.5,male
321,6.5,male
322,6.5,male
323,6.5,male
324,6.0,male
325,6.0,female
326,6.0,male
327,6.0,male
328,6.0,female
329,6.0,male
330,6.0,male
331,6.0,male
332,6.0,male
333,6.0,male
334,6.0,female
335,6.0,male
336,6.0,male
337,6.0,male
338,6.0,male
339,6.0,male
340,6.0,male
341,6.0,female
342,6.0,male
343,6.0,unknown
344,6.0,female
345,6.0,male
346,6.0,female
347,6.0,male
348,6.0,male
349,6.0,male
350,6.0,female
351,6.0,male
352,6.0,male
353,6.0,male
354,6.0,female
355,6.0,male
356,6.0,male
357,6.0,female
358,6.0,female
359,6.0,male
360,6.0,male
361,6.0,male
362,6.0,male
363,6.0,male
364,6.0,male
365,6.0,male
366,6.0,male
367,6.0,female
368,6.0,male
369,6.0,male
370,6.0,male
371,6.0,male
372,6.0,male
