,points,sex
125,14.0,male
126,14.0,male
127,14.0,male
128,14.0,female
129,14.0,male
130,14.0,male
131,14.0,male
132,14.0,male
133,14.0,female
134,14.0,male
135,14.0,male
136,14.0,male
137,14.0,male
138,14.0,male
139,14.0,male
140,14.0,male
141,14.0,female
142,14.0,male
143,14.0,male
144,14.0,female
145,14.0,male
146,13.5,male
147,13.5,female
148,13.0,male
149,13.0,male
150,13.0,male
151,13.0,male
152,13.0,male
153,13.0,male
154,13.0,female
155,13.0,male
156,13.0,male
157,13.0,female
158,13.0,male
159,13.0,male
160,13.0,female
161,13.0,male
162,13.0,male
163,13.0,male
164,13.0,female
165,13.0,male
166,13.0,male
167,13.0,female
168,13.0,male
169,13.0,male
170,13.0,male
171,13.0,male
172,13.0,male
173,13.0,male
174,13.0,male
175,13.0,male
176,13.0,female
177,13.0,female
178,13.0,male
179,13.0,male
180,13.0,male
181,13.0,female
182,13.0,male
183,13.0,male
184,13.0,male
185,13.0,unknown
186,13.0,male
187,13.0,female
188,13.0,male
189,13.0,female
190,12.5,male
191,12.5,male
192,12.5,male
193,12.5,male
194,12.5,male
195,12.0,male
196,12.0,male
197,12.0,male
198,12.0,female
199,12.0,male
200,12.0,male
201,12.0,male
202,12.0,male
203,12.0,male
204,12.0,female
205,12.0,male
206,12.0,male
207,12.0,male
208,12.0,male
209,12.0,male
210,12.0,male
211,12.0,male
212,12.0,male
213,12.0,male
214,12.0,male
215,12.0,male
216,12.0,male
217,12.0,male
218,12.0,male
219,12.0,female
220,12.0,male
221,12.0,male
222,12.0,male
223,12.0,female
224,12.0,male
225,12.0,male
226,12.0,male
227,12.0,male
228,12.0,male
229,12.0,female
230,12.0,male
231,12.0,male
232,12.0,female
233,12.0,male
234,12.0,male
235,12.0,male
236,12.0,male
237,12.0,male
238,12.0,male
239,12.0,male
240,12.0,male
241,12.0,male
242,12.0,male
243,12.0,male
244,12.0,male
245,12.0,male
246,12.0,male
247,12.0,male
248,12.0,male
249,12.0,male
250,12.0,male
251,12.0,male
252,12.0,male
253,12.0,male
254,12.0,male
255,12.0,male
256,12.0,male
257,12.0,male
258,12.0,female
259,12.0,female
260,12.0,male
261,12.0,male
262,12.0,male
263,12.0,male
264,12.0,male
265,12.0,male
266,12.0,female
267,12.0,male
268,12.0,male
269,12.0,male
270,12.0,male
271,12.0,male
272,12.0,male
273,12.0,male
274,12.0,male
275,12.0,male
276,12.0,male
277,12.0,male
278,12.0,male
279,12.0,male
280,12.0,male
281,12.0,male
282,11.5,male
283,11.5,male
284,11.5,male
285,11.5,male
286,11.0,female
287,11.0,male
288,11.0,male
289,11.0,male
290,11.0,male
291,11.0,male
292,11.0,male
293,11.0,female
294,11.0,female
295,11.0,male
296,11.0,male
297,11.0,male
298,11.0,male
299,11.0,male
300,11.0,andy
301,11.0,male
302,11.0,male
303,11.0,male
304,11.0,female
305,11.0,male
306,11.0,male
307,11.0,male
308,11.0,male
309,11.0,male
310,11.0,male
311,11.0,male
312,11.0,male
313,11.0,female
314,11.0,male
315,11.0,male
316,11.0,male
317,11.0,male
318,11.0,male
319,11.0,female
320,11.0,male
321,11.0,male
322,11.0,male
323,11.0,male
324,11.0,female
325,11.0,male
326,11.0,female
327,11.0,male
328,11.0,male
329,11.0,male
330,11.0,male
331,11.0,male
332,11.0,male
333,11.0,female
334,11.0,male
335,11.0,female
336,11.0,male
337,11.0,male
338,11.0,male
339,11.0,male
340,11.0,male
341,11.0,male
342,11.0,male
343,11.0,male
344,11.0,male
345,11.0,male
346,11.0,male
347,10.5,male
348,10.5,male
349,10.5,male
350,10.5,female
351,10.0,male
352,10.0,female
353,10.0,male
354,10.0,male
355,10.0,male
356,10.0,male
357,10.0,female
358,10.0,male
359,10.0,male
360,10.0,male
361,10.0,male
362,10.0,male
363,10.0,male
364,10.0,male
365,10.0,male
366,10.0,male
367,10.0,male
368,10.0,female
369,10.0,female
370,10.0,female
371,10.0,male
372,10.0,female
373,10.0,male
374,10.0,male
375,10.0,male
376,10.0,female
377,10.0,male
378,10.0,male
379,10.0,male
380,10.0,male
381,10.0,male
382,10.0,male
383,10.0,male
384,10.0,male
385,10.0,male
386,10.0,male
387,10.0,male
388,10.0,female
389,10.0,female
390,10.0,male
391,10.0,female
392,10.0,male
393,10.0,male
394,10.0,male
395,10.0,female
396,10.0,male
397,10.0,male
398,10.0,male
399,10.0,male
400,10.0,female
401,10.0,male
402,10.0,male
403,10.0,male
404,10.0,male
405,10.0,female
406,10.0,male
407,10.0,male
408,10.0,male
409,10.0,female
410,10.0,male
411,10.0,male
412,10.0,male
413,10.0,male
414,10.0,female
415,10.0,female
416,10.0,andy
417,10.0,male
418,10.0,male
419,10.0,male
420,10.0,male
421,10.0,male
422,10.0,male
423,10.0,male
424,10.0,male
425,10.0,male
426,10.0,male
427,10.0,male
428,10.0,female
429,10.0,female
430,10.0,male
431,10.0,male
432,10.0,male
433,10.0,male
434,10.0,male
435,10.0,male
436,10.0,male
437,10.0,male
438,10.0,female
439,10.0,male
440,10.0,female
441,10.0,male
442,10.0,unknown
443,10.0,male
444,10.0,female
445,10.0,female
446,10.0,male
447,10.0,male
448,10.0,male
449,10.0,male
450,10.0,male
451,10.0,male
